,customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
105,824,Whardley,Whardley,Female,97,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,No,Yes,12.0
106,2571,Keefe,Keefe,Male,97,1986-11-17,Internal Auditor,Health,Affluent Customer,No,Yes,7.0
107,2567,Spirit,Spirit,Male,97,1975-01-13,Systems Administrator IV,Financial Services,Mass Customer,No,No,22.0
108,1305,Gentiry,Gentiry,Male,97,1970-03-01,Executive Secretary,Financial Services,High Net Worth,No,Yes,6.0
109,1365,Pirie,Pirie,Male,97,1992-04-19,Research Associate,Health,Mass Customer,No,No,3.0
110,1980,Viall,Viall,Male,97,1992-06-20,Food Chemist,Health,High Net Worth,No,Yes,7.0
111,1642,Matteoli,Matteoli,Male,97,1982-10-11,Systems Administrator II,Manufacturing,Affluent Customer,No,Yes,3.0
112,2244,Cargon,Cargon,Male,97,1972-05-10,Software Test Engineer III,Manufacturing,Mass Customer,No,No,5.0
113,2317,Cuberley,Cuberley,Male,97,1976-12-07,Tax Accountant,Health,Mass Customer,No,Yes,16.0
114,1439,Detoc,Detoc,Male,97,1965-07-28,GIS Technical Architect,Retail,Mass Customer,No,No,19.0
115,157,Houtby,Houtby,Male,97,1974-11-23,Financial Advisor,Financial Services,Affluent Customer,No,No,16.0
116,1444,Ruos,Ruos,Male,97,1975-04-14,Payment Adjustment Coordinator,Health,Mass Customer,No,No,8.0
117,262,Petrelli,Petrelli,Male,97,1977-12-23,,Health,High Net Worth,No,Yes,10.0
118,2289,Steanson,Steanson,Female,97,1980-09-25,Research Nurse,Health,Affluent Customer,No,Yes,13.0
119,793,Delong,Delong,Female,97,1989-01-30,Actuary,Financial Services,High Net Worth,No,Yes,9.0
120,3988,Ashburne,Ashburne,Female,97,1994-07-14,Automation Specialist IV,Health,Mass Customer,No,Yes,1.0
121,83,Simmell,Simmell,Male,97,1967-02-26,Internal Auditor,IT,Mass Customer,No,Yes,18.0
122,893,Fearnley,Fearnley,Male,97,1983-09-11,Geologist I,IT,Mass Customer,No,No,16.0
123,1674,Woodman,Woodman,Female,97,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,No,No,20.0
124,2506,Ferrick,Ferrick,Female,97,1955-01-20,,Health,Affluent Customer,No,No,9.0
125,99,Mulliner,Mulliner,Male,97,1998-06-13,VP Accounting,Financial Services,Mass Customer,No,No,3.0
126,707,Rounds,Rounds,Male,97,1973-07-23,Executive Secretary,,Mass Customer,No,Yes,7.0
127,9,Lind,Lind,Female,97,1973-03-10,Business Systems Development Analyst,Argiculture,Affluent Customer,No,Yes,8.0
128,1617,Ort,Ort,Female,97,1978-07-06,Compensation Analyst,Financial Services,Affluent Customer,No,No,10.0
129,2929,Cakes,Cakes,Male,97,1999-07-28,Nurse,Retail,Mass Customer,No,No,2.0
130,324,Lyptrit,Lyptrit,Male,97,1986-08-05,Computer Systems Analyst I,IT,Mass Customer,No,Yes,15.0
131,107,Stallebrass,Stallebrass,Female,97,1990-07-01,Nurse Practicioner,Financial Services,Mass Customer,No,Yes,9.0
132,2874,Ashcroft,Ashcroft,Female,97,1977-12-28,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,No,18.0
133,2384,Letrange,Letrange,Male,96,1961-07-16,Operator,Health,High Net Worth,No,Yes,6.0
134,803,Murcutt,Murcutt,Female,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,No,No,3.0
135,3420,Elion,Elion,Male,96,1980-09-10,Financial Advisor,Financial Services,Mass Customer,No,Yes,19.0
136,2422,Woliter,Woliter,Female,96,1978-11-30,Librarian,Entertainment,High Net Worth,No,No,13.0
137,3462,Sparhawk,Sparhawk,Female,96,1957-03-03,Registered Nurse,Health,High Net Worth,No,No,17.0
138,1312,Baugh,Baugh,Female,96,1994-07-16,Food Chemist,Health,Affluent Customer,No,No,8.0
139,2748,Dufaur,Dufaur,Female,96,1967-08-29,Quality Engineer,Financial Services,Mass Customer,No,No,4.0
140,2652,Bernat,Bernat,Male,96,1957-12-15,Biostatistician II,,Affluent Customer,No,Yes,15.0
141,2684,Payley,Payley,Male,96,1964-03-14,Health Coach IV,Health,Mass Customer,No,Yes,12.0
142,968,Woodfin,Woodfin,Male,96,1955-06-16,Accountant IV,IT,High Net Worth,No,Yes,16.0
143,3064,Billison,Billison,Male,96,1995-06-14,Product Engineer,Financial Services,Affluent Customer,No,Yes,4.0
144,3057,Shoebottom,Shoebottom,Female,96,1976-03-28,Executive Secretary,,Mass Customer,No,No,9.0
145,3055,Drache,Drache,Female,96,1999-08-23,General Manager,,Mass Customer,No,Yes,2.0
146,3166,Plowman,Plowman,Male,96,1955-05-11,Social Worker,Health,Mass Customer,No,No,20.0
147,3169,Chavrin,Chavrin,Male,96,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,No,Yes,19.0
148,3180,,,Male,96,1974-06-14,Business Systems Development Analyst,IT,Mass Customer,No,Yes,19.0
149,2978,Winckworth,Winckworth,Male,96,1974-05-07,Programmer IV,Manufacturing,Affluent Customer,No,No,10.0
150,1056,Markel,Markel,Male,96,1966-12-18,Software Test Engineer IV,Manufacturing,Affluent Customer,No,No,6.0
151,1111,Maynard,Maynard,Male,96,1960-03-04,Director of Sales,,High Net Worth,No,Yes,18.0
152,1114,Southan,Southan,Female,96,1976-06-03,Structural Engineer,Retail,Mass Customer,No,No,14.0
153,3269,Paskin,Paskin,Male,96,1994-12-01,GIS Technical Architect,,Mass Customer,No,No,1.0
154,3952,Borsnall,Borsnall,Female,96,1968-05-09,,Manufacturing,Affluent Customer,No,No,10.0
155,226,Letty,Letty,Male,96,1977-11-11,Database Administrator IV,Manufacturing,Mass Customer,No,No,20.0
156,364,Simpkiss,Simpkiss,Female,96,1976-09-30,Database Administrator III,Financial Services,Affluent Customer,No,No,11.0
157,3307,Thirlwall,Thirlwall,Female,96,1978-09-02,Analyst Programmer,Health,High Net Worth,No,No,14.0
158,1393,MacRorie,MacRorie,Female,96,1976-03-10,,Manufacturing,Mass Customer,No,No,20.0
159,497,Brinklow,Brinklow,Female,96,1974-01-09,,Property,Mass Customer,No,Yes,11.0
160,1684,Stonehewer,Stonehewer,Female,96,1979-07-10,Environmental Tech,Manufacturing,Mass Customer,No,No,6.0
161,2419,Karlsen,Karlsen,Male,96,1978-07-04,Physical Therapy Assistant,Property,High Net Worth,No,No,9.0
162,3555,,,Female,96,1976-02-26,Programmer Analyst II,Manufacturing,Mass Customer,No,No,21.0
163,1491,Swiggs,Swiggs,Female,96,1997-08-03,Senior Sales Associate,Health,Mass Customer,No,Yes,4.0
164,1867,Ritmeier,Ritmeier,Female,96,1986-04-16,Senior Developer,,Affluent Customer,No,No,3.0
165,1843,Attack,Attack,Male,96,1984-09-08,Recruiting Manager,,Mass Customer,No,Yes,4.0
166,2156,Mowday,Mowday,Male,96,1977-04-08,Desktop Support Technician,Retail,Mass Customer,No,Yes,18.0
167,3566,Pheasant,Pheasant,Male,96,1976-11-02,Social Worker,Health,Affluent Customer,No,Yes,10.0
168,3821,Cescotti,Cescotti,Female,96,1988-03-27,VP Marketing,Manufacturing,Affluent Customer,No,No,14.0
169,1763,Ornillos,Ornillos,Female,96,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,No,Yes,7.0
170,1761,List,List,Female,96,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,No,Yes,14.0
171,2238,Plinck,Plinck,Female,96,1978-09-14,Director of Sales,Retail,Mass Customer,No,Yes,14.0
172,3128,Alldread,Alldread,Female,96,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,No,Yes,16.0
173,558,Claypole,Claypole,Female,96,1973-05-25,Programmer Analyst III,,Mass Customer,No,No,8.0
174,1704,Breadon,Breadon,Male,96,1962-10-22,Analyst Programmer,IT,High Net Worth,No,No,12.0
175,1720,Milton,Milton,Female,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,No,Yes,13.0
176,2271,Hoston,Hoston,Male,96,1974-03-26,,Telecommunications,Mass Customer,No,Yes,18.0
177,1717,Gristwood,Gristwood,Male,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,No,No,6.0
178,1435,Podmore,Podmore,Male,96,1968-04-27,Software Engineer II,Telecommunications,Affluent Customer,No,Yes,19.0
179,2669,Jordin,Jordin,Male,95,1995-02-18,Business Systems Development Analyst,Property,Affluent Customer,No,No,1.0
180,3217,Titterrell,Titterrell,Female,95,1968-03-12,Physical Therapy Assistant,Manufacturing,Mass Customer,No,No,8.0
181,1037,Rielly,Rielly,Female,95,1956-08-08,Human Resources Assistant II,Financial Services,Mass Customer,No,No,10.0
182,1520,Wilstead,Wilstead,Male,95,1965-11-18,,Retail,Mass Customer,No,No,19.0
183,2075,Jovis,Jovis,Female,95,1973-04-23,Environmental Tech,Manufacturing,Mass Customer,No,No,8.0
184,1142,Paiton,Paiton,Male,95,1998-05-07,Desktop Support Technician,Telecommunications,Mass Customer,No,No,2.0
185,3657,Rogeon,Rogeon,Male,95,1961-07-24,,,High Net Worth,No,No,8.0
186,1118,Coulman,Coulman,Female,95,1975-12-19,Sales Representative,Retail,Mass Customer,No,Yes,9.0
187,2130,Coxhell,Coxhell,Female,95,1990-01-01,Structural Engineer,Property,High Net Worth,No,Yes,16.0
188,3251,Edridge,Edridge,Female,95,1976-08-27,Safety Technician II,Financial Services,High Net Worth,No,Yes,8.0
189,1041,Bonniface,Bonniface,Male,95,1959-05-25,,Property,Affluent Customer,No,No,15.0
190,373,Colenutt,Colenutt,Female,95,2000-08-26,Structural Analysis Engineer,Health,High Net Worth,No,Yes,1.0
191,1566,Goodinson,Goodinson,Male,95,1962-01-03,Executive Secretary,Argiculture,Mass Customer,No,No,17.0
192,574,Steketee,Steketee,Male,95,1990-04-09,Senior Cost Accountant,Financial Services,Mass Customer,No,No,20.0
193,3399,Biddulph,Biddulph,Male,95,1996-05-10,VP Accounting,Financial Services,Mass Customer,No,No,2.0
194,2803,Hawlgarth,Hawlgarth,Female,95,1970-09-30,Senior Editor,Retail,Mass Customer,No,Yes,11.0
195,690,,,Male,95,1987-03-27,Assistant Professor,,Affluent Customer,No,Yes,17.0
196,3031,Bertelmot,Bertelmot,Male,95,1996-02-02,Staff Scientist,Health,Mass Customer,No,Yes,5.0
197,1732,Cudworth,Cudworth,Male,95,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,No,Yes,10.0
198,2482,Siemens,Siemens,Male,95,1953-12-10,Pharmacist,Health,Mass Customer,No,Yes,10.0
199,1806,De Gregorio,De Gregorio,U,95,,Software Test Engineer IV,IT,Mass Customer,No,No,
200,3471,Afonso,Afonso,Female,95,1953-09-05,Quality Engineer,IT,High Net Worth,No,Yes,8.0
201,3584,Teale,Teale,Male,95,1962-01-14,,Health,Mass Customer,No,No,10.0
202,763,Cuffley,Cuffley,Female,95,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,No,No,12.0
203,167,Tideswell,Tideswell,Female,95,1969-10-27,,Health,High Net Worth,No,Yes,17.0
204,1309,Fabry,Fabry,Male,95,1977-03-22,VP Marketing,,Mass Customer,No,No,13.0
205,1686,Trundle,Trundle,Male,95,1980-07-06,Account Representative IV,Argiculture,Mass Customer,No,Yes,16.0
206,3054,Wickey,Wickey,Female,94,1965-07-14,Operator,Manufacturing,Affluent Customer,No,No,16.0
207,74,Kiddie,Kiddie,Female,94,1969-06-19,,,Mass Customer,No,Yes,6.0
208,943,Gamett,Gamett,Male,94,1979-09-17,Legal Assistant,Property,Affluent Customer,No,Yes,15.0
209,232,Koeppke,Koeppke,Female,94,1987-11-11,Professor,Retail,Mass Customer,No,No,12.0
210,3108,Ahmed,Ahmed,Male,94,1967-10-01,Accounting Assistant III,Entertainment,Mass Customer,No,No,10.0
211,3144,Everson,Everson,Male,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,No,Yes,8.0
212,3682,Asson,Asson,Male,94,1978-06-15,GIS Technical Architect,Financial Services,Mass Customer,No,Yes,11.0
213,2897,Gerraty,Gerraty,Female,94,1962-04-14,Assistant Professor,Manufacturing,Affluent Customer,No,No,5.0
214,3188,,,Male,94,1999-07-07,Actuary,Financial Services,Mass Customer,No,No,1.0
215,3237,Sumnall,Sumnall,Female,94,1964-08-15,Assistant Manager,Manufacturing,Mass Customer,No,No,13.0
216,243,Croxley,Croxley,Female,94,1976-09-02,Teacher,Manufacturing,High Net Worth,No,Yes,14.0
217,3013,Eddisforth,Eddisforth,Female,94,1968-07-28,Office Assistant III,Property,High Net Worth,No,No,6.0
218,3219,Scutts,Scutts,Female,94,1998-01-06,Web Developer III,Financial Services,Mass Customer,No,No,3.0
219,2786,Bottoner,Bottoner,Male,94,1968-01-21,Accountant III,Health,Mass Customer,No,Yes,11.0
220,1005,Birtwistle,Birtwistle,Female,94,1967-09-15,Design Engineer,IT,High Net Worth,No,Yes,8.0
221,1924,Kauscher,Kauscher,Female,94,1965-12-01,VP Product Management,,Mass Customer,No,Yes,14.0
222,241,Duigan,Duigan,Male,94,1987-05-09,Quality Engineer,Entertainment,Mass Customer,No,No,20.0
223,1429,Jikylls,Jikylls,Male,94,1980-12-03,Legal Assistant,Health,Mass Customer,No,Yes,12.0
224,1510,Chitty,Chitty,Male,94,1959-02-05,Actuary,Financial Services,Mass Customer,No,No,18.0
225,840,Carabet,Carabet,Male,94,1964-06-20,VP Sales,Financial Services,Affluent Customer,No,Yes,19.0
226,501,MacClancey,MacClancey,Female,94,1977-06-10,Environmental Specialist,,High Net Worth,No,No,19.0
227,508,Tordiffe,Tordiffe,Female,94,1971-01-18,Project Manager,Property,Mass Customer,No,Yes,11.0
228,531,Fletcher,Fletcher,Female,94,1993-08-26,Senior Cost Accountant,Financial Services,High Net Worth,No,No,1.0
229,3539,Caine,Caine,Female,94,1985-03-21,,IT,Mass Customer,No,Yes,16.0
230,1345,Marien,Marien,Male,94,1960-09-11,Senior Sales Associate,Manufacturing,Mass Customer,No,No,12.0
231,2218,Blincoe,Blincoe,Female,94,1992-05-27,Senior Sales Associate,Health,Affluent Customer,No,No,4.0
232,2195,Taill,Taill,Female,94,1987-05-02,GIS Technical Architect,Financial Services,Affluent Customer,No,Yes,13.0
233,3799,Monnery,Monnery,Female,94,1971-01-28,Tax Accountant,Property,High Net Worth,No,No,18.0
234,1246,Wibrew,Wibrew,Male,94,1993-08-10,,,High Net Worth,No,No,6.0
235,433,Jubert,Jubert,Male,94,1964-03-12,Statistician II,Property,Affluent Customer,No,No,15.0
236,1159,Bridgement,Bridgement,Male,94,1993-01-28,Librarian,Entertainment,Mass Customer,No,No,1.0
237,1231,Shawel,Shawel,Female,94,1973-07-28,Social Worker,Health,Affluent Customer,No,No,18.0
238,2751,Coxhell,Coxhell,Male,94,1979-07-27,Sales Associate,Retail,High Net Worth,No,Yes,12.0
239,125,Antoniewski,Antoniewski,Female,94,1960-03-17,Computer Systems Analyst II,Property,Mass Customer,No,No,16.0
240,2103,Hendin,Hendin,Male,94,1975-09-22,Business Systems Development Analyst,Financial Services,Affluent Customer,No,No,18.0
241,2093,Doiley,Doiley,Male,94,1999-09-10,Programmer II,Financial Services,High Net Worth,No,No,2.0
242,2699,Woltering,Woltering,Male,93,1978-05-25,Account Representative IV,Manufacturing,Affluent Customer,No,Yes,16.0
243,2452,Yerrill,Yerrill,Female,93,1975-07-24,Chemical Engineer,Manufacturing,Mass Customer,No,Yes,17.0
244,1428,Ozintsev,Ozintsev,Female,93,1998-11-15,Sales Representative,Retail,High Net Worth,No,No,1.0
245,504,Hegley,Hegley,Male,93,1995-04-25,Environmental Tech,Manufacturing,High Net Worth,No,Yes,7.0
246,367,Sturrock,Sturrock,Female,93,1985-02-17,Programmer II,Manufacturing,Mass Customer,No,Yes,12.0
247,2353,Luquet,Luquet,Male,93,1978-12-27,Health Coach IV,Health,Affluent Customer,No,Yes,12.0
248,2766,Chartman,Chartman,Female,93,1989-03-19,Financial Advisor,Financial Services,High Net Worth,No,Yes,8.0
249,2280,Alexandersson,Alexandersson,Female,93,1960-11-18,Budget/Accounting Analyst I,,Mass Customer,No,No,9.0
